id,name,depth,products,our_path,has_qualifier,passA_verdict,passA_score,passA_n_candidates,passA_shopify,passB_verdict,passB_score,passB_tier,passB_scope,passB_n_candidates,passB_shopify_id,passB_shopify,passB_shopify_en,passB_level,passB_is_leaf,passB_ancestor_level_match,passB_n_attrs,passB_attrs,passB_nearest_miss
1763,MUG PLASTIK,8,12,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > PERALATAN MAKAN > MUG > MUG PLASTIK,False,UNMAPPED,0.5,1,,UNMAPPED,0.5,,global,1,,,,,,,,,Rumah & Taman > Dapur & Ruang Makan > Peralatan Makan > Peralatan Minum > Mug
1862,SETTING SPRAY,3,12,Kosmetik dan Alat Kecantikan > MAKE UP WAJAH > SETTING SPRAY,False,UNMAPPED,0.333,2,,UNMAPPED,0.333,,global,2,,,,,,,,,Kesehatan & Kecantikan > Perawatan Kesehatan > Pertolongan Pertama > Terapi Panas & Dingin > Spray Dingin
1865,BOTOL SPRAYER,7,12,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > TEMPAT PENYIMPANAN LAINNYA > BOTOL SPRAYER,False,UNMAPPED,0.5,1,,UNMAPPED,0.5,,global,1,,,,,,,,,Rumah & Taman > Dapur & Ruang Makan > Aksesori Peralatan Dapur > Aksesori Alat Pembuat Soda > Botol
1891,KERANJANG BUAH,7,12,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > KERANJANG & TEMPAT SAMPAH > KERANJANG BUAH,False,UNMAPPED,0.5,2,,UNMAPPED,0.5,,global,2,,,,,,,,,Hewan & Perlengkapan Hewan Piaraan > Perlengkapan Hewan Piaraan > Tempat Tidur Hewan Piaraan > Keranjang
97,MAKANAN BEKU,3,11,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > MAKANAN BEKU,False,EXACT,1.0,1,Hewan & Perlengkapan Hewan Piaraan > Perlengkapan Hewan Piaraan > Perlengkapan Ikan & Akuatik > Makanan Ikan > Makanan Beku,EXACT,1.0,exact-raw,global,1,ap-2-4-16-6,Hewan & Perlengkapan Hewan Piaraan > Perlengkapan Hewan Piaraan > Perlengkapan Ikan & Akuatik > Makanan Ikan > Makanan Beku,Animals & Pet Supplies > Pet Supplies > Fish & Aquatic Supplies > Fish Food > Frozen Food,4,True,False,4,Jenis ikan | Jenis kemasan | Rasa makanan hewan peliharaan | Cocok untuk jenis ikan,
199,TALI RAFIA,3,11,Perbaikan Rumah > PERLENGKAPAN PERBAIKAN RUMAH > TALI RAFIA,False,UNMAPPED,0.5,1,,UNMAPPED,0.5,,global,1,,,,,,,,,Rumah & Taman > Rumput & Taman > Aksesori Peralatan Listrik Luar Ruang > Aksesori Pencuci Bertekanan > Tali
209,BENANG,3,11,"Hobi, Ibadah, dan Olahraga > MENJAHIT > BENANG",False,UNMAPPED,0.5,13,,UNMAPPED,0.5,,global,13,,,,,,,,,Seni & Hiburan > Hobi & Seni Kreatif > Seni & Kerajinan > Bahan Seni & Kerajinan > Serat Kerajinan > Tali Perhiasan & Manik-Manik > Benang Manik-Manik
249,SEKOP TANAH,3,11,"Hobi, Ibadah, dan Olahraga > BERKEBUN > SEKOP TANAH",False,UNMAPPED,0.5,2,,UNMAPPED,0.5,,global,2,,,,,,,,,Rumah & Taman > Rumput & Taman > Berkebun > Alat Berkebun > Sekop & Sungkur > Sekop
264,MIXER,3,11,Elektronik > ALAT ELEKTRONIK DAPUR > MIXER,False,UNMAPPED,0.5,2,,UNMAPPED,0.5,,global,2,,,,,,,,,Elektronik > Audio > DJ & Audio Khusus > Mixer DJ
319,BUKU KWITANSI,3,11,Alat dan Buku Tulis > BUKU TULIS > BUKU KWITANSI,False,UNMAPPED,0.5,1,,UNMAPPED,0.5,,global,1,,,,,,,,,Media > Buku
372,TAPE DISPENSER,3,11,Alat dan Buku Tulis > PERALATAN UMUM > TAPE DISPENSER,False,UNMAPPED,0.333,18,,UNMAPPED,0.333,,global,18,,,,,,,,,"Hewan & Perlengkapan Hewan Piaraan > Perlengkapan Hewan Piaraan > Mangkuk, Pemberi Makan & Minum Hewan Piaraan > Dispenser Air"
374,WHITE BOARD,3,11,Alat dan Buku Tulis > PERALATAN UMUM > WHITE BOARD,False,UNMAPPED,0.25,1,,UNMAPPED,0.25,,global,1,,,,,,,,,Kesehatan & Kecantikan > Perawatan Tubuh > Alat Bantu Tidur > Mesin White Noise
556,PENGEMBANG KUE,4,11,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > BAHAN KUE > PENGEMBANG KUE,False,UNMAPPED,0.5,1,,UNMAPPED,0.5,,global,1,,,,,,,,,"Makanan, Minuman & Tembakau > Item Makanan > Bakeri > Kue & Hidangan Pencuci Mulut > Kue"
583,ANEKA DIMSUM BEKU,4,11,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > MAKANAN BEKU > ANEKA DIMSUM BEKU,False,UNMAPPED,0.25,3,,UNMAPPED,0.25,,global,3,,,,,,,,,Hewan & Perlengkapan Hewan Piaraan > Perlengkapan Hewan Piaraan > Perlengkapan Ikan & Akuatik > Makanan Ikan > Makanan Beku
590,MANTAU BEKU,4,11,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > MAKANAN BEKU > MANTAU BEKU,False,UNMAPPED,0.333,2,,UNMAPPED,0.333,,global,2,,,,,,,,,Hewan & Perlengkapan Hewan Piaraan > Perlengkapan Hewan Piaraan > Perlengkapan Ikan & Akuatik > Makanan Ikan > Makanan Beku
703,BAYAM,4,11,Makanan dan Minuman > FRESH > SAYURAN SEGAR > BAYAM,False,EXACT,1.0,1,"Makanan, Minuman & Tembakau > Item Makanan > Buah & Sayur > Sayur Segar & Beku > Sayuran Hijau > Bayam",EXACT,1.0,exact-raw,vertical,1,fb-2-10-8-26-11,"Makanan, Minuman & Tembakau > Item Makanan > Buah & Sayur > Sayur Segar & Beku > Sayuran Hijau > Bayam","Food, Beverages & Tobacco > Food Items > Fruits & Vegetables > Fresh & Frozen Vegetables > Greens > Spinach",5,True,False,11,Informasi alergen | Metode memasak | Metode budidaya | Preferensi diet | Bentuk produk makanan | Tahap kematangan sayuran hijau | Kondisi pencucian produk | Gaya pengolahan bayam | Varietas bayam | Persyaratan penyimpanan | Gaya pengolahan sayuran,
769,SELADA KERITING,4,11,Makanan dan Minuman > FRESH > SAYURAN SEGAR > SELADA KERITING,False,UNMAPPED,0.5,1,,UNMAPPED,0.5,,global,1,,,,,,,,,"Makanan, Minuman & Tembakau > Item Makanan > Buah & Sayur > Sayur Segar & Beku > Sayuran Hijau > Selada"
774,TAHU,4,11,Makanan dan Minuman > FRESH > SAYURAN SEGAR > TAHU,False,EXACT,1.0,1,"Makanan, Minuman & Tembakau > Item Makanan > Tahu, Produk Kedelai & Vegetarian > Tahu",EXACT,1.0,exact-raw,vertical,1,fb-2-19-5,"Makanan, Minuman & Tembakau > Item Makanan > Tahu, Produk Kedelai & Vegetarian > Tahu","Food, Beverages & Tobacco > Food Items > Tofu, Soy & Vegetarian Products > Tofu",3,False,True,4,Informasi alergen | Preferensi diet | Persyaratan penyimpanan | Gaya pengolahan tahu,
831,GIGITAN BAYI (TEETHER),4,11,Keperluan Anak dan Bayi > PERALATAN UNTUK ANAK & BAYI > PERALATAN MENYUSUI ANAK & BAYI > GIGITAN BAYI (TEETHER),True,UNMAPPED,0.333,1,,UNMAPPED,0.333,,global,1,,,,,,,,,Bayi & Balita > Kesehatan Bayi > Dot & Teether > Teether
844,POPOK (DIAPERS) ANAK & BAYI,4,11,Keperluan Anak dan Bayi > PERLENGKAPAN ANAK & BAYI > PERLENGKAPAN KEBERSIHAN ANAK & BAYI > POPOK (DIAPERS) ANAK & BAYI,True,FUZZY,0.6,1,Busana dan Aksesori > Pakaian > Pakaian Bayi & Anak > Penutup Popok Bayi & Anak,FUZZY,0.6,fuzzy-raw,global,1,aa-1-25-2,Busana dan Aksesori > Pakaian > Pakaian Bayi & Anak > Penutup Popok Bayi & Anak,Apparel & Accessories > Clothing > Baby & Children's Clothing > Baby & Children's Diaper Covers,3,True,False,7,Fitur pakaian bayi/balita | Warna | Kain | Pola | Ukuran | Jenis ukuran | Jenis kelamin sasaran,
864,PERLENGKAPAN UNTUK IBU MENYUSUI,4,11,Keperluan Anak dan Bayi > PERLENGKAPAN ANAK & BAYI > PERLENGKAPAN MENYUSUI ANAK & BAYI > PERLENGKAPAN UNTUK IBU MENYUSUI,False,UNMAPPED,0.25,33,,UNMAPPED,0.25,,global,33,,,,,,,,,Hewan & Perlengkapan Hewan Piaraan > Perlengkapan Hewan Piaraan > Perlengkapan Burung
876,PENYUBUR RAMBUT,4,11,Perawatan Diri & Rumah Tangga > Perawatan Diri > PERAWATAN RAMBUT > PENYUBUR RAMBUT,False,UNMAPPED,0.333,24,,UNMAPPED,0.333,,global,24,,,,,,,,,Busana dan Aksesori > Aksesori Pakaian > Aksesori Rambut
990,SHAMPO MOBIL,4,11,"Hobi, Ibadah, dan Olahraga > Perawatan & Suku Cadang Mobil > PERAWATAN MOBIL > SHAMPO MOBIL",False,UNMAPPED,0.5,2,,UNMAPPED,0.5,,global,2,,,,,,,,,Seni & Hiburan > Hobi & Seni Kreatif > Barang Koleksi > Model Skala > Mobil
991,WAX MOBIL,4,11,"Hobi, Ibadah, dan Olahraga > Perawatan & Suku Cadang Mobil > PERAWATAN MOBIL > WAX MOBIL",False,EXACT,1.0,1,"Kendaraan & Suku Cadang > Suku Cadang & Aksesori Kendaraan > Pemeliharaan, Perawatan & Dekorasi Kendaraan > Pembersihan Kendaraan > Wax, Poles & Pelindung Kendaraan > Wax Mobil",EXACT,1.0,exact-raw,vertical,1,vp-1-5-2-6-1,"Kendaraan & Suku Cadang > Suku Cadang & Aksesori Kendaraan > Pemeliharaan, Perawatan & Dekorasi Kendaraan > Pembersihan Kendaraan > Wax, Poles & Pelindung Kendaraan > Wax Mobil","Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Vehicle Waxes, Polishes & Protectants > Car Wax",5,True,False,8,Warna | Bahan permukaan yang kompatibel | Jenis kemasan | Pola | Area aplikasi kendaraan | Fitur item pembersih kendaraan | Jenis kendaraan | Bentuk produk lilin/pemoles kendaraan,
1070,PERALATAN PERAWATAN HAMSTER,4,11,"Hobi, Ibadah, dan Olahraga > HEWAN PELIHARAAN > PERAWATAN HEWAN PELIHARAAN > PERALATAN PERAWATAN HAMSTER",False,UNMAPPED,0.5,1,,UNMAPPED,0.5,,global,1,,,,,,,,,Peralatan Olahraga > Rekreasi Luar Ruang > Skateboard > Peralatan dan Perawatan Skateboard
1093,COOLER FAN,4,11,Elektronik > ALAT ELEKTRONIK KANTOR & GADGET > SUKU CADANG KOMPUTER > COOLER FAN,False,UNMAPPED,0.0,0,,UNMAPPED,0.0,,global,0,,,,,,,,,
1120,TINTA STEMPEL,4,11,Alat dan Buku Tulis > PERALATAN UMUM > CAP/STEMPEL > TINTA STEMPEL,False,UNMAPPED,0.333,18,,UNMAPPED,0.333,,global,18,,,,,,,,,"Seni & Hiburan > Hobi & Seni Kreatif > Seni & Kerajinan > Bahan Seni & Kerajinan > Cat, Tinta & Glasir Kerajinan > Tinta Seni"
1122,ISI REFILL CUTTER,4,11,Alat dan Buku Tulis > PERALATAN UMUM > CUTTER & REFILL > ISI REFILL CUTTER,False,UNMAPPED,0.2,6,,UNMAPPED,0.2,,global,6,,,,,,,,,Kesehatan & Kecantikan > Perawatan Tubuh > Kosmetik > Makeup > Riasan Bibir > Lipstik > Isi Ulang Lipstik
1126,REFILL STAPLER,4,11,Alat dan Buku Tulis > PERALATAN UMUM > STAPLER & REFILL > REFILL STAPLER,False,UNMAPPED,0.0,0,,UNMAPPED,0.0,,global,0,,,,,,,,,
1247,SANDAL GUNUNG ANAK LAKI-LAKI,4,11,Fashion > SEPATU ANAK & BAYI > SEPATU ANAK & BAYI LAKI-LAKI > SANDAL GUNUNG ANAK LAKI-LAKI,True,UNMAPPED,0.333,4,,UNMAPPED,0.5,,global,1,,,,,,,,,Busana dan Aksesori > Sepatu > Sandal
1290,PELUIT,4,11,Fashion > SERAGAM & ATRIBUT SEKOLAH > ATRIBUT SEKOLAH & KELENGKAPAN LAINNYA > PELUIT,False,EXACT,1.0,1,Seni & Hiburan > Pesta & Perayaan > Perlengkapan Pesta > Pembuat Kebisingan & Peniup Pesta > Peluit,EXACT,1.0,exact-raw,global,1,ae-3-2-17-5,Seni & Hiburan > Pesta & Perayaan > Perlengkapan Pesta > Pembuat Kebisingan & Peniup Pesta > Peluit,Arts & Entertainment > Party & Celebration > Party Supplies > Noisemakers & Party Blowers > Whistles,4,True,False,7,Ukuran baterai | Jenis baterai | Warna | Bahan | Pola | Fitur lampu peluit | Gaya suara siulan,
1336,BUBUR SIAP SAJI,5,11,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > MAKANAN DALAM KEMASAN & KALENG > MAKANAN SIAP SAJI > BUBUR SIAP SAJI,False,UNMAPPED,0.5,1,,UNMAPPED,0.5,,global,1,,,,,,,,,"Makanan, Minuman & Tembakau > Item Makanan > Makanan Olahan > Makanan Pembuka & Pendamping Olahan > Salad Siap Saji"
1356,CAIRAN PEMBERSIH PERALATAN DAN PERLENGKAPAN ANAK & BAYI KEMASAN BOTOL,5,11,Keperluan Anak dan Bayi > PERLENGKAPAN ANAK & BAYI > PERLENGKAPAN KEBERSIHAN ANAK & BAYI > CAIRAN PEMBERSIH PERALATAN DAN PERLENGKAPAN ANAK & BAYI > CAIRAN PEMBERSIH PERALATAN DAN PERLENGKAPAN ANAK & BAYI KEMASAN BOTOL,True,UNMAPPED,0.25,1,,UNMAPPED,0.25,,global,1,,,,,,,,,Bayi & Balita > Perawatan & Pemberian Makan > Kebutuhan Pokok Pemberian Makan > Botol Bayi
1424,CAIRAN PEMBERSIH LANTAI,5,11,Perawatan Diri & Rumah Tangga > Rumah Tangga > BAHAN PEMBERSIH RUMAH > PEMBERSIH LANTAI > CAIRAN PEMBERSIH LANTAI,False,FUZZY,0.667,1,Rumah & Taman > Peralatan Rumah Tangga > Pembersih Lantai & Uap > Pembersih Lantai,FUZZY,0.667,fuzzy-raw,vertical,1,hg-9-3-3,Rumah & Taman > Peralatan Rumah Tangga > Pembersih Lantai & Uap > Pembersih Lantai,Home & Garden > Household Appliances > Floor & Steam Cleaners > Floor Cleaners,3,True,False,8,Ukuran baterai | Jenis baterai | Permukaan pembersihan | Warna | Jenis wadah debu | Kelas efisiensi energi | Pola | Sumber listrik,
1435,PERALATAN DAN PENYIMPANAN DI KAMAR MANDI,5,11,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI KAMAR MANDI,False,UNMAPPED,0.4,6,,UNMAPPED,0.4,,global,6,,,,,,,,,Bisnis & Industri > Medis > Peralatan Medis > Lift Pasien > Lift Kamar Mandi
1636,GUNTING DAPUR,7,11,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > ALAT DAPUR & AKSESORIS DAPUR > GUNTING DAPUR,False,EXACT,1.0,1,Rumah & Taman > Dapur & Ruang Makan > Peralatan & Perlengkapan Dapur > Gunting Dapur,EXACT,1.0,exact-raw,vertical,1,hg-11-8-43,Rumah & Taman > Dapur & Ruang Makan > Peralatan & Perlengkapan Dapur > Gunting Dapur,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Shears,3,True,False,8,Ukuran aksesori | Bahan mata pisau | Petunjuk pembersihan | Warna | Jenis tepi | Sisi tangan | Bahan pegangan | Pola,
1834,COCOA POWDER,4,11,"Makanan dan Minuman > COKLAT, KOPI & TEH > COKLAT & COCOA BUBUK > COCOA POWDER",False,UNMAPPED,0.333,1,,UNMAPPED,0.333,,global,1,,,,,,,,,"Makanan, Minuman & Tembakau > Item Makanan > Bahan Memasak & Baking > Baking Powder"
1842,SAUS TERIYAKI,5,11,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > SAUS > SAUS BUMBU MASAK > SAUS TERIYAKI,False,UNMAPPED,0.333,15,,UNMAPPED,0.333,,global,15,,,,,,,,,"Makanan, Minuman & Tembakau > Item Makanan > Kondimen & Saus"
1883,ISI LEM TEMBAK,3,11,Perbaikan Rumah > MATERIAL PERBAIKAN RUMAH > ISI LEM TEMBAK,False,FUZZY,0.667,1,Seni & Hiburan > Hobi & Seni Kreatif > Seni & Kerajinan > Alat Seni & Kerajinan > Lem Tembak,FUZZY,0.667,fuzzy-raw,global,1,ae-2-1-4-11,Seni & Hiburan > Hobi & Seni Kreatif > Seni & Kerajinan > Alat Seni & Kerajinan > Lem Tembak,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Tools > Glue Guns,4,True,False,7,Ukuran aksesori | Fitur lem tembak | Gaya nozel pistol lem | Pengoperasian lem tembak | Teknologi lem tembak | Sumber listrik | Suhu,
103,SAUS,3,10,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > SAUS,False,UNMAPPED,0.5,15,,UNMAPPED,0.5,,global,15,,,,,,,,,"Makanan, Minuman & Tembakau > Item Makanan > Kondimen & Saus"
168,SENDOK SEMEN,3,10,Perbaikan Rumah > ALAT ALAT PERBAIKAN RUMAH > SENDOK SEMEN,False,UNMAPPED,0.5,2,,UNMAPPED,0.5,,global,2,,,,,,,,,"Perkakas > Bahan Bangunan Habis Pakai > Bahan Kriya Lepa Habis Pakai > Semen, Mortar & Campuran Beton > Semen"
195,RANTAI,3,10,Perbaikan Rumah > PERLENGKAPAN PERBAIKAN RUMAH > RANTAI,False,EXACT,1.0,1,"Perkakas > Aksesori Perkakas > Rantai, Kawat & Tali > Rantai",EXACT,1.0,exact-raw,vertical,1,ha-6-4-2,"Perkakas > Aksesori Perkakas > Rantai, Kawat & Tali > Rantai","Hardware > Hardware Accessories > Chain, Wire & Rope > Chains",3,True,False,3,Warna | Bahan perangkat keras | Pola,
227,ALAT MUSIK,3,10,"Hobi, Ibadah, dan Olahraga > OLAHRAGA > ALAT MUSIK",False,EXACT,1.0,1,Seni & Hiburan > Hobi & Seni Kreatif > Alat Musik,EXACT,1.0,exact-raw,vertical,1,ae-2-8,Seni & Hiburan > Hobi & Seni Kreatif > Alat Musik,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments,2,False,True,1,Bahan alat musik,
285,HAIR STRAIGHTENER (CATOKAN RAMBUT),3,10,Elektronik > ALAT ELEKTRONIK RUMAH LAINNYA > HAIR STRAIGHTENER (CATOKAN RAMBUT),False,UNMAPPED,0.2,25,,UNMAPPED,0.2,,global,25,,,,,,,,,Busana dan Aksesori > Aksesori Pakaian > Aksesori Rambut
342,KERTAS MANILA,3,10,Alat dan Buku Tulis > KERTAS > KERTAS MANILA,False,UNMAPPED,0.333,27,,UNMAPPED,0.333,,global,27,,,,,,,,,Seni & Hiburan > Hobi & Seni Kreatif > Seni & Kerajinan > Bahan Seni & Kerajinan > Kertas Seni & Kerajinan > Cardstock & Kertas Kliping > Kertas Kliping
354,DESK SET,3,10,Alat dan Buku Tulis > PERALATAN UMUM > DESK SET,False,UNMAPPED,0.333,32,,UNMAPPED,0.333,,global,32,,,,,,,,,Busana dan Aksesori > Pakaian > Lingeri > Set Lingeri
356,HOLE PUNCHER,3,10,Alat dan Buku Tulis > PERALATAN UMUM > HOLE PUNCHER,False,UNMAPPED,0.0,0,,UNMAPPED,0.0,,global,0,,,,,,,,,
419,GELANG ANAK-ANAK,3,10,Fashion > PERHIASAN ANAK > GELANG ANAK-ANAK,True,UNMAPPED,0.5,1,,EXACT,1.0,exact-stripped,vertical,1,aa-6-3,Busana dan Aksesori > Perhiasan > Gelang,Apparel & Accessories > Jewelry > Bracelets,2,True,True,8,Kelompok usia | Desain gelang | Warna | Bahan perhiasan | Jenis perhiasan | Desain kalung | Pola | Jenis kelamin sasaran,
521,KOPI INSTAN KEMASAN JAR,5,10,"Makanan dan Minuman > COKLAT, KOPI & TEH > KOPI MENTAH > KOPI BUBUK > KOPI INSTAN KEMASAN JAR",False,UNMAPPED,0.5,1,,UNMAPPED,0.5,,global,1,,,,,,,,,"Makanan, Minuman & Tembakau > Minuman > Kopi > Kopi Instan"
754,PAKCOY,4,10,Makanan dan Minuman > FRESH > SAYURAN SEGAR > PAKCOY,False,UNMAPPED,0.0,0,,UNMAPPED,0.0,,global,0,,,,,,,,,
827,BAK MANDI ANAK & BAYI,4,10,Keperluan Anak dan Bayi > PERALATAN UNTUK ANAK & BAYI > PERALATAN MANDI ANAK & BAYI > BAK MANDI ANAK & BAYI,True,FUZZY,0.6,1,Bayi & Balita > Mandi Bayi > Bak & Kursi Mandi Bayi,FUZZY,0.6,fuzzy-raw,vertical,1,bt-1-1,Bayi & Balita > Mandi Bayi > Bak & Kursi Mandi Bayi,Baby & Toddler > Baby Bathing > Baby Bathtubs & Bath Seats,2,False,True,5,Warna | Kelompok usia bayi | Bahan | Pola | Sertifikasi keselamatan,
841,COTTON BALL ANAK & BAYI,4,10,Keperluan Anak dan Bayi > PERLENGKAPAN ANAK & BAYI > PERLENGKAPAN KEBERSIHAN ANAK & BAYI > COTTON BALL ANAK & BAYI,True,UNMAPPED,0.4,11,,UNMAPPED,0.4,,global,11,,,,,,,,,Busana dan Aksesori > Pakaian > Pakaian Bayi & Anak
967,OBENG KACAMATA,4,10,Perbaikan Rumah > ALAT ALAT PERBAIKAN RUMAH > OBENG > OBENG KACAMATA,False,UNMAPPED,0.5,2,,UNMAPPED,0.5,,global,2,,,,,,,,,Perkakas > Peralatan > Obeng
1054,BOLA PING PONG,4,10,"Hobi, Ibadah, dan Olahraga > OLAHRAGA > PERALATAN & PERLENGKAPAN PING PONG > BOLA PING PONG",False,UNMAPPED,0.25,54,,UNMAPPED,0.25,,global,54,,,,,,,,,Hewan & Perlengkapan Hewan Piaraan > Perlengkapan Hewan Piaraan > Perlengkapan Kucing > Mainan Kucing > Bola & Pengejar
1234,BAWAHAN OLAHRAGA PRIA,4,10,Fashion > PAKAIAN OLAHRAGA > PAKAIAN OLAHRAGA PRIA > BAWAHAN OLAHRAGA PRIA,True,UNMAPPED,0.25,12,,UNMAPPED,0.333,,global,6,,,,,,,,,Busana dan Aksesori > Pakaian > Pakaian Aktif > Bra Olahraga
1288,CINCIN PRAMUKA (RING KACU),4,10,Fashion > SERAGAM & ATRIBUT SEKOLAH > ATRIBUT SEKOLAH & KELENGKAPAN LAINNYA > CINCIN PRAMUKA (RING KACU),False,UNMAPPED,0.25,1,,UNMAPPED,0.25,,global,1,,,,,,,,,Busana dan Aksesori > Perhiasan > Cincin
1315,AIR MINERAL KEMASAN GELAS,5,10,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > AIR MINERAL > AIR MINERAL KEMASAN GELAS,False,UNMAPPED,0.4,1,,UNMAPPED,0.4,,global,1,,,,,,,,,"Makanan, Minuman & Tembakau > Minuman > Air > Air Mineral Biasa"
1440,PERLENGKAPAN KAMAR & KAMAR MANDI,5,10,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERLENGKAPAN RUMAH TANGGA > PERLENGKAPAN KAMAR & KAMAR MANDI,False,EXACT,1.0,1,Perkakas > Perpipaan > Perlengkapan Perpipaan > Perlengkapan Kamar Mandi,EXACT,1.0,exact-raw,global,1,ha-10-3-1,Perkakas > Perpipaan > Perlengkapan Perpipaan > Perlengkapan Kamar Mandi,Hardware > Plumbing > Plumbing Fixtures > Bathroom Suites,3,True,False,3,Warna | Bahan | Pola,
1491,DETERJEN CAIR UNTUK PAKAIAN DEWASA,6,10,Perawatan Diri & Rumah Tangga > Rumah Tangga > BAHAN LAUNDRY > DETERJEN PAKAIAN > DETERJEN CAIR > DETERJEN CAIR UNTUK PAKAIAN DEWASA,True,UNMAPPED,0.25,3,,UNMAPPED,0.333,,global,1,,,,,,,,,Busana dan Aksesori > Pakaian
1503,PENGHARUM FLUSH KLOSET SOLID,6,10,Perawatan Diri & Rumah Tangga > Rumah Tangga > BAHAN PEMBERSIH RUMAH > PEMBERSIH KAMAR MANDI > PENGHARUM FLUSH KLOSET > PENGHARUM FLUSH KLOSET SOLID,False,UNMAPPED,0.2,5,,UNMAPPED,0.2,,global,5,,,,,,,,,Furnitur > Lemari & Penyimpanan > Lemari Kloset
1516,FLOOR MOP,6,10,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN KEBERSIHAN RUMAH TANGGA > FLOOR MOP,False,UNMAPPED,0.2,1,,UNMAPPED,0.2,,global,1,,,,,,,,,Seni & Hiburan > Hobi & Seni Kreatif > Alat Musik > Perkusi > Kit Drum > Kit Drum Floor Tom
1552,LAUNDRY BAG JARING,6,10,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN PAKAIAN DAN CUCIAN > LAUNDRY BAG JARING,False,UNMAPPED,0.25,16,,UNMAPPED,0.25,,global,16,,,,,,,,,Hewan & Perlengkapan Hewan Piaraan > Perlengkapan Hewan Piaraan > Perlengkapan Ikan & Akuatik > Jaring Ikan Akuarium > Jaring Sendok
1639,KIPAS SATE,7,10,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > ALAT DAPUR & AKSESORIS DAPUR > KIPAS SATE,False,UNMAPPED,0.5,1,,UNMAPPED,0.5,,global,1,,,,,,,,,Rumah & Taman > Peralatan Rumah Tangga > Peralatan Kontrol Iklim > Kipas
1794,CARDINAL,3,10,UNUSED > AREA DISPLAY > CARDINAL,False,UNMAPPED,0.0,0,,UNMAPPED,0.0,,global,0,,,,,,,,,
1821,SAOS TOMAT KEMASAN POUCH,6,10,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > SAUS > SAOS  PEDAS & SAMBAL > SAOS TOMAT > SAOS TOMAT KEMASAN POUCH,False,UNMAPPED,0.25,1,,UNMAPPED,0.25,,global,1,,,,,,,,,"Makanan, Minuman & Tembakau > Item Makanan > Buah & Sayur > Sayur Segar & Beku > Tomat"
1867,PELICIN PAKAIAN KEMASAN SACHET,5,10,Perawatan Diri & Rumah Tangga > Rumah Tangga > BAHAN LAUNDRY > PELICIN PAKAIAN  > PELICIN PAKAIAN KEMASAN SACHET,False,UNMAPPED,0.25,1,,UNMAPPED,0.25,,global,1,,,,,,,,,Busana dan Aksesori > Pakaian
1879,ALAT UKUR MATRIAL,3,10,Perbaikan Rumah > ALAT ALAT PERBAIKAN RUMAH > ALAT UKUR MATRIAL,False,UNMAPPED,0.5,2,,UNMAPPED,0.5,,global,2,,,,,,,,,Perkakas > Peralatan > Alat Ukur & Sensor
22,Perawatan Diri,2,9,Perawatan Diri & Rumah Tangga > Perawatan Diri,False,FUZZY,0.667,1,Layanan > Layanan Pribadi > Kecantikan & Perawatan Diri,FUZZY,0.667,fuzzy-raw,global,1,se-6-1,Layanan > Layanan Pribadi > Kecantikan & Perawatan Diri,Services > Personal Services > Beauty & Personal Care,2,True,True,0,,
